                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    148,                0.65105,                0.42889,                 1.1078,                0.94407,                0.89759,                0.93835,                0.69432,                0.98265,                0.51381,                 1.4994,             0.00064362,             0.00064362,             0.00064362
                    149,                0.63774,                0.41557,                  1.113,                0.93233,                0.91052,                0.93757,                0.70392,                0.96884,                0.53299,                 1.4953,              0.0006395,              0.0006395,              0.0006395
                    150,                0.64584,                0.42345,                 1.1173,                0.95144,                0.88678,                0.93564,                0.69607,                0.98678,                0.50912,                 1.4973,             0.00063538,             0.00063538,             0.00063538
                    151,                0.63541,                 0.4198,                 1.1181,                0.95298,                0.88806,                0.94435,                0.69617,                 1.0005,                0.50981,                 1.5302,             0.00063125,             0.00063125,             0.00063125
                    152,                0.63528,                0.41919,                 1.1142,                0.95139,                0.87712,                0.93422,                0.69782,                0.98518,                0.51579,                 1.5175,             0.00062713,             0.00062713,             0.00062713
                    153,                0.62403,                0.41201,                 1.0999,                0.95015,                0.86883,                0.93561,                0.69475,                0.98039,                0.51745,                 1.5181,               0.000623,               0.000623,               0.000623
                    154,                0.63048,                0.41699,                  1.114,                0.92897,                0.90056,                0.93222,                0.69496,                0.98699,                0.52654,                 1.4981,             0.00061887,             0.00061887,             0.00061887
                    155,                0.64737,                 0.4203,                 1.1103,                0.95975,                0.86301,                0.93047,                0.69328,                  1.024,                0.53903,                  1.576,             0.00061475,             0.00061475,             0.00061475
                    156,                0.61255,                0.39928,                 1.0979,                0.93112,                0.90291,                 0.9315,                0.69609,                0.98703,                0.52836,                 1.5228,             0.00061062,             0.00061062,             0.00061062
                    157,                0.62166,                 0.4145,                 1.1041,                0.95209,                0.87731,                0.93264,                0.69594,                0.98187,                0.53249,                 1.5133,              0.0006065,              0.0006065,              0.0006065
                    158,                0.63592,                 0.4188,                 1.1121,                0.95528,                0.89974,                0.92925,                0.68722,                0.97715,                0.49925,                 1.4987,             0.00060238,             0.00060238,             0.00060238
                    159,                0.60999,                0.39819,                 1.1016,                 0.9527,                0.89929,                0.93352,                0.69735,                0.97025,                0.51375,                 1.5138,             0.00059825,             0.00059825,             0.00059825
                    160,                0.60515,                0.39654,                 1.0934,                0.96275,                0.89112,                 0.9357,                0.70082,                0.97684,                0.51407,                 1.5152,             0.00059413,             0.00059413,             0.00059413
                    161,                0.62284,                0.40089,                 1.0931,                0.95485,                0.89032,                0.93638,                  0.695,                0.97436,                0.49751,                 1.5188,                0.00059,                0.00059,                0.00059
                    162,                0.61152,                0.39106,                 1.0963,                0.94947,                0.89821,                0.93075,                0.69326,                0.97721,                0.50902,                 1.5034,             0.00058588,             0.00058588,             0.00058588
                    163,                0.61838,                0.40914,                 1.0991,                0.94151,                0.89691,                0.93289,                0.69373,                 0.9914,                0.51933,                 1.5235,             0.00058175,             0.00058175,             0.00058175
                    164,                0.61893,                0.39499,                 1.1035,                 0.9535,                0.88998,                0.93246,                0.69645,                 0.9964,                0.51759,                 1.5249,             0.00057763,             0.00057763,             0.00057763
                    165,                0.59994,                0.38697,                 1.1006,                0.96365,                0.87891,                 0.9346,                0.69495,                0.98537,                0.51697,                 1.5269,              0.0005735,              0.0005735,              0.0005735
                    166,                0.62164,                0.39822,                 1.1038,                 0.9588,                0.88462,                0.92991,                0.68918,                0.98662,                0.51294,                 1.5065,             0.00056938,             0.00056938,             0.00056938
                    167,                0.61698,                0.39153,                  1.096,                0.96383,                0.87546,                0.93287,                0.69496,                 1.0084,                0.53283,                 1.5352,             0.00056525,             0.00056525,             0.00056525
                    168,                0.61487,                0.39645,                 1.0986,                0.94938,                0.89223,                0.93414,                0.69062,                 1.0101,                0.53205,                  1.532,             0.00056112,             0.00056112,             0.00056112
                    169,                0.61197,                0.39442,                 1.1029,                0.94424,                0.88638,                0.93193,                0.69437,                  0.983,                0.52379,                 1.5157,               0.000557,               0.000557,               0.000557
                    170,                0.60696,                0.39904,                 1.1027,                0.95977,                 0.8967,                 0.9357,                0.70221,                0.97182,                0.50268,                 1.4953,             0.00055287,             0.00055287,             0.00055287
                    171,                 0.6049,                0.38708,                 1.0953,                0.95647,                0.88919,                0.93491,                0.69213,                 1.0208,                0.52985,                 1.5623,             0.00054875,             0.00054875,             0.00054875
                    172,                0.59431,                0.38553,                 1.0867,                0.93837,                0.89051,                 0.9283,                0.68848,                0.98435,                0.53583,                 1.5143,             0.00054463,             0.00054463,             0.00054463
                    173,                0.59968,                0.39679,                 1.0903,                0.95956,                0.88591,                0.93099,                0.68411,                0.99793,                0.52175,                 1.5475,              0.0005405,              0.0005405,              0.0005405
                    174,                0.59007,                0.38536,                 1.0885,                0.93766,                 0.8927,                0.93356,                0.69127,                0.99631,                0.51953,                 1.5387,             0.00053638,             0.00053638,             0.00053638
                    175,                0.60003,                0.38476,                 1.0937,                0.94748,                0.89471,                0.93585,                0.69582,                 0.9817,                0.50726,                  1.531,             0.00053225,             0.00053225,             0.00053225
                    176,                0.58629,                0.38421,                 1.0875,                0.95857,                0.89779,                 0.9377,                0.69456,                 1.0019,                0.51908,                 1.5489,             0.00052812,             0.00052812,             0.00052812
                    177,                0.61846,                0.40965,                 1.1053,                0.93875,                0.91033,                 0.9339,                0.68392,                 1.0173,                0.53091,                 1.5613,               0.000524,               0.000524,               0.000524
                    178,                0.59547,                0.39306,                 1.0921,                0.93588,                0.88552,                0.92956,                0.68625,                0.99262,                0.52541,                 1.5163,             0.00051988,             0.00051988,             0.00051988
                    179,                0.59733,                0.38171,                 1.0874,                0.92439,                0.90226,                0.93561,                0.69042,                 0.9988,                0.51912,                 1.5454,             0.00051575,             0.00051575,             0.00051575
                    180,                0.59232,                0.39457,                 1.0816,                0.93935,                0.90716,                 0.9339,                0.68937,                 1.0112,                0.51815,                 1.5554,             0.00051163,             0.00051163,             0.00051163
                    181,                 0.5795,                0.37754,                 1.0817,                0.96423,                0.89649,                0.93746,                0.69085,                 1.0046,                0.50051,                 1.5535,              0.0005075,              0.0005075,              0.0005075
                    182,                0.58273,                0.38221,                 1.0845,                0.96169,                0.90047,                0.93895,                0.70445,                0.99123,                0.49885,                 1.5451,             0.00050337,             0.00050337,             0.00050337
                    183,                0.57729,                0.36412,                  1.076,                0.96643,                 0.8871,                0.93549,                0.69854,                0.99637,                 0.5009,                 1.5555,             0.00049925,             0.00049925,             0.00049925
                    184,                0.57022,                0.37056,                 1.0814,                0.96695,                0.89109,                0.93736,                0.69394,                0.98935,                0.49767,                 1.5438,             0.00049513,             0.00049513,             0.00049513
                    185,                0.57749,                0.37887,                 1.0799,                0.95759,                 0.9002,                0.93908,                0.70163,                0.99597,                0.50265,                 1.5317,               0.000491,               0.000491,               0.000491
                    186,                0.59181,                0.38523,                 1.0856,                 0.9503,                 0.9103,                0.93825,                0.70171,                 0.9949,                0.51086,                 1.5408,             0.00048687,             0.00048687,             0.00048687
                    187,                0.59443,                 0.3827,                 1.0818,                0.96241,                0.90522,                0.93988,                0.70412,                0.96984,                0.48581,                 1.5324,             0.00048275,             0.00048275,             0.00048275
                    188,                0.56733,                0.36884,                 1.0797,                0.97877,                0.87911,                0.93639,                0.69552,                0.99988,                0.52734,                 1.5362,             0.00047863,             0.00047863,             0.00047863
                    189,                 0.5941,                0.38569,                 1.0893,                0.93267,                0.89461,                0.93536,                 0.6887,                0.97948,                0.50646,                 1.5281,              0.0004745,              0.0004745,              0.0004745
                    190,                0.56813,                0.37159,                 1.0834,                0.95372,                0.89833,                0.93542,                0.69391,                 0.9859,                0.50576,                 1.5363,             0.00047038,             0.00047038,             0.00047038
                    191,                0.58117,                0.36876,                 1.0784,                0.96187,                0.89607,                0.93758,                0.69753,                0.97418,                0.50635,                 1.5187,             0.00046625,             0.00046625,             0.00046625
                    192,                0.55419,                0.36504,                 1.0734,                0.94147,                0.89394,                0.93818,                0.69476,                0.99577,                0.51088,                 1.5377,             0.00046212,             0.00046212,             0.00046212
                    193,                0.57392,                0.36523,                 1.0813,                0.94963,                0.89791,                 0.9405,                0.70237,                0.97822,                0.51041,                 1.5181,               0.000458,               0.000458,               0.000458
                    194,                0.57007,                0.37021,                 1.0726,                0.95632,                0.89954,                0.94047,                0.70521,                0.98912,                0.50796,                 1.5331,             0.00045388,             0.00045388,             0.00045388
                    195,                0.55753,                0.35895,                 1.0717,                0.94528,                0.90221,                0.93799,                0.70006,                  0.979,                0.49418,                 1.5352,             0.00044975,             0.00044975,             0.00044975
                    196,                0.55791,                0.36266,                 1.0673,                0.93054,                0.90582,                0.94093,                0.70054,                0.98558,                0.50673,                 1.5464,             0.00044563,             0.00044563,             0.00044563
                    197,                0.55935,                0.36294,                 1.0696,                0.94345,                0.90951,                0.93884,                0.69894,                0.99226,                0.50302,                 1.5549,              0.0004415,              0.0004415,              0.0004415
                    198,                0.56505,                0.36264,                 1.0777,                0.93939,                0.90754,                0.93296,                0.69659,                0.96805,                0.50506,                 1.5401,             0.00043738,             0.00043738,             0.00043738
                    199,                 0.5565,                0.35597,                 1.0681,                0.95483,                0.90292,                0.93363,                0.69675,                0.97448,                0.51399,                 1.5351,             0.00043325,             0.00043325,             0.00043325
                    200,                0.56166,                0.36052,                 1.0707,                0.92775,                0.90186,                0.92921,                0.69165,                 0.9952,                0.52695,                  1.544,             0.00042912,             0.00042912,             0.00042912
                    201,                0.55983,                0.36446,                 1.0687,                0.95465,                0.87899,                0.93361,                 0.6866,                 1.0022,                0.53116,                 1.5418,               0.000425,               0.000425,               0.000425
                    202,                0.54949,                0.35581,                 1.0613,                0.94971,                0.89052,                0.92866,                0.69053,                0.99037,                0.52396,                 1.5489,             0.00042087,             0.00042087,             0.00042087
                    203,                0.54389,                0.35505,                 1.0611,                0.93075,                0.89527,                0.92844,                0.68962,                0.99151,                0.52557,                 1.5566,             0.00041675,             0.00041675,             0.00041675
                    204,                 0.5432,                0.34598,                 1.0593,                0.94643,                0.89097,                0.93558,                 0.6927,                0.99161,                0.52763,                  1.562,             0.00041263,             0.00041263,             0.00041263
                    205,                0.55967,                0.35594,                 1.0676,                0.95904,                0.87721,                0.92838,                0.69149,                0.99232,                0.51915,                 1.5575,              0.0004085,              0.0004085,              0.0004085
                    206,                0.55106,                0.35641,                 1.0622,                0.93213,                0.89737,                0.93282,                0.69836,                0.99455,                0.51868,                 1.5721,             0.00040438,             0.00040438,             0.00040438
                    207,                0.55102,                0.35458,                 1.0585,                0.95469,                0.89071,                0.93626,                0.69378,                0.98142,                0.49496,                 1.5637,             0.00040025,             0.00040025,             0.00040025
                    208,                0.54789,                0.34851,                 1.0667,                0.95047,                 0.8821,                0.93591,                0.69885,                0.99668,                0.51168,                 1.5856,             0.00039613,             0.00039613,             0.00039613
                    209,                0.56635,                0.35873,                 1.0787,                 0.9511,                0.88592,                0.93589,                0.69973,                0.99707,                  0.506,                  1.558,               0.000392,               0.000392,               0.000392
                    210,                0.56294,                0.36735,                  1.069,                0.96175,                0.88241,                0.93337,                0.69362,                0.99275,                 0.4921,                  1.561,             0.00038788,             0.00038788,             0.00038788
                    211,                0.53757,                0.34792,                 1.0563,                 0.9534,                0.87975,                0.93373,                0.70001,                0.97951,                0.49555,                 1.5713,             0.00038375,             0.00038375,             0.00038375
                    212,                0.53599,                0.35247,                 1.0642,                0.95186,                0.88892,                0.93114,                0.69482,                0.97661,                0.50831,                 1.5544,             0.00037962,             0.00037962,             0.00037962
                    213,                0.53434,                0.35347,                 1.0541,                 0.9619,                0.88994,                0.93127,                0.69703,                0.97836,                0.51008,                 1.5524,              0.0003755,              0.0003755,              0.0003755
                    214,                0.54512,                0.35235,                 1.0685,                0.96071,                0.89684,                0.93737,                0.69746,                0.97524,                0.49271,                  1.559,             0.00037138,             0.00037138,             0.00037138
                    215,                0.54515,                0.35033,                 1.0671,                0.97385,                0.88433,                0.93465,                0.70123,                0.97723,                0.49305,                 1.5534,             0.00036725,             0.00036725,             0.00036725
                    216,                0.54311,                0.34732,                 1.0631,                0.95008,                0.89529,                0.93716,                 0.6987,                0.99281,                0.49865,                 1.5561,             0.00036313,             0.00036313,             0.00036313
                    217,                  0.527,                0.34409,                 1.0507,                0.93627,                0.90068,                0.93709,                 0.7001,                0.97673,                0.49302,                 1.5506,               0.000359,               0.000359,               0.000359
                    218,                0.52896,                0.34769,                 1.0529,                0.95816,                0.89025,                 0.9402,                0.70636,                0.96771,                0.47377,                  1.541,             0.00035487,             0.00035487,             0.00035487
                    219,                0.53796,                0.34737,                 1.0541,                0.93984,                0.90844,                0.93662,                0.70007,                0.98688,                0.48669,                 1.5655,             0.00035075,             0.00035075,             0.00035075
                    220,                0.54296,                0.35292,                 1.0566,                0.94578,                0.90122,                0.93667,                0.69604,                0.98332,                0.48066,                 1.5581,             0.00034663,             0.00034663,             0.00034663
                    221,                0.52258,                0.34337,                 1.0575,                0.95587,                 0.8879,                0.93529,                 0.6992,                0.98272,                0.49225,                  1.554,              0.0003425,              0.0003425,              0.0003425
                    222,                0.51534,                0.32954,                 1.0492,                0.94417,                0.90644,                0.93324,                0.70146,                0.98714,                0.50004,                 1.5743,             0.00033838,             0.00033838,             0.00033838
                    223,                0.52576,                0.34104,                 1.0543,                0.95774,                0.89916,                0.93361,                 0.7003,                 0.9888,                0.50176,                 1.5739,             0.00033425,             0.00033425,             0.00033425
                    224,                0.53696,                0.33641,                 1.0551,                 0.9451,                0.89031,                0.93586,                0.70346,                0.98922,                0.51337,                 1.5638,             0.00033013,             0.00033013,             0.00033013
                    225,                0.54516,                 0.3434,                 1.0578,                0.94657,                0.88866,                0.93326,                0.69642,                0.98663,                0.51087,                 1.5589,               0.000326,               0.000326,               0.000326
                    226,                0.53954,                0.34236,                 1.0558,                0.96442,                0.87043,                0.93277,                0.69547,                 0.9863,                0.51852,                 1.5541,             0.00032188,             0.00032188,             0.00032188
                    227,                0.51452,                0.33133,                 1.0404,                0.97004,                0.86528,                0.93205,                0.69766,                0.97908,                 0.5083,                 1.5644,             0.00031775,             0.00031775,             0.00031775
                    228,                0.52548,                0.34718,                  1.054,                 0.9602,                  0.877,                0.93252,                0.69546,                0.98764,                 0.5122,                 1.5612,             0.00031362,             0.00031362,             0.00031362
                    229,                0.51931,                0.33367,                 1.0519,                0.94551,                0.89159,                0.93156,                0.69664,                 0.9891,                0.52379,                 1.5597,              0.0003095,              0.0003095,              0.0003095
                    230,                0.51619,                0.33486,                 1.0384,                0.95558,                  0.878,                0.93224,                 0.6961,                0.98406,                0.53769,                 1.5567,             0.00030538,             0.00030538,             0.00030538
                    231,                0.52309,                0.34726,                  1.056,                0.94573,                0.89327,                0.93572,                0.70203,                0.97115,                0.51123,                 1.5513,             0.00030125,             0.00030125,             0.00030125
                    232,                0.50704,                0.32787,                 1.0366,                0.94569,                0.88938,                0.93268,                 0.6981,                0.97704,                0.51241,                 1.5573,             0.00029713,             0.00029713,             0.00029713
                    233,                  0.525,                0.33873,                 1.0507,                0.95241,                0.89311,                0.93569,                0.69409,                 0.9725,                0.50471,                 1.5564,               0.000293,               0.000293,               0.000293
                    234,                0.51485,                0.33214,                 1.0484,                0.95418,                0.89742,                 0.9383,                0.69926,                0.97137,                0.50301,                 1.5534,             0.00028888,             0.00028888,             0.00028888
                    235,                0.53218,                0.33642,                 1.0585,                0.94893,                0.89473,                0.93551,                0.69472,                0.99301,                0.50049,                 1.5747,             0.00028475,             0.00028475,             0.00028475
                    236,                0.50849,                0.32908,                  1.043,                0.95002,                0.88818,                0.93578,                0.69186,                0.98879,                0.50686,                 1.5789,             0.00028063,             0.00028063,             0.00028063
                    237,                 0.5275,                0.33934,                 1.0442,                0.97466,                0.87665,                 0.9362,                0.69913,                0.98569,                0.49997,                 1.5728,              0.0002765,              0.0002765,              0.0002765
                    238,                0.51574,                0.32996,                 1.0422,                0.96603,                 0.8753,                0.93255,                0.69344,                0.98576,                0.50643,                 1.5706,             0.00027237,             0.00027237,             0.00027237
                    239,                0.51369,                0.32593,                 1.0453,                0.94105,                0.89715,                0.93452,                0.69838,                 0.9886,                 0.5069,                 1.5668,             0.00026825,             0.00026825,             0.00026825
                    240,                0.51216,                0.33582,                   1.04,                0.94769,                0.90741,                0.93614,                0.69432,                0.99001,                0.49287,                 1.5771,             0.00026413,             0.00026413,             0.00026413
                    241,                0.51296,                0.32629,                  1.043,                0.94762,                0.90105,                0.93657,                0.70131,                 0.9817,                0.47837,                  1.577,                0.00026,                0.00026,                0.00026
                    242,                0.50413,                0.32714,                 1.0445,                0.94783,                0.90263,                0.93582,                0.70042,                0.98747,                0.50163,                  1.578,             0.00025587,             0.00025587,             0.00025587
                    243,                0.51532,                0.33653,                 1.0536,                0.94286,                0.90587,                0.93708,                0.70061,                0.97724,                0.50015,                 1.5786,             0.00025175,             0.00025175,             0.00025175
                    244,                 0.5082,                0.33246,                 1.0428,                0.94364,                0.89529,                0.93709,                0.69951,                0.98948,                0.49204,                 1.5927,             0.00024762,             0.00024762,             0.00024762
                    245,                0.50093,                0.33144,                  1.036,                0.92701,                0.90988,                0.93351,                0.69564,                0.98219,                 0.4955,                 1.5758,              0.0002435,              0.0002435,              0.0002435
                    246,                0.50749,                0.32325,                 1.0395,                0.94414,                0.89902,                0.93408,                0.69367,                   0.99,                 0.5062,                 1.5852,             0.00023938,             0.00023938,             0.00023938
                    247,                0.49666,                0.31811,                 1.0287,                0.93791,                0.89352,                0.93542,                0.69866,                0.98813,                 0.5008,                 1.5842,             0.00023525,             0.00023525,             0.00023525
                    248,                0.50679,                0.32495,                 1.0428,                0.94203,                0.90527,                0.93714,                0.70108,                 0.9732,                0.49383,                 1.5841,             0.00023112,             0.00023112,             0.00023112
                    249,                0.49852,                0.31687,                 1.0392,                0.93441,                0.90305,                0.93497,                0.70161,                0.97711,                0.50424,                 1.5934,               0.000227,               0.000227,               0.000227
                    250,                0.49185,                0.31685,                 1.0314,                0.94634,                0.88444,                0.93552,                0.69895,                0.97202,                0.50565,                 1.5882,             0.00022288,             0.00022288,             0.00022288
                    251,                 0.4881,                0.31351,                 1.0311,                 0.9576,                0.87721,                0.93518,                0.69562,                0.97564,                0.50046,                 1.5893,             0.00021875,             0.00021875,             0.00021875
                    252,                0.49411,                0.31914,                 1.0383,                0.94604,                0.88469,                0.93561,                0.70106,                0.98059,                0.50371,                  1.582,             0.00021462,             0.00021462,             0.00021462
                    253,                0.48681,                0.31914,                 1.0328,                0.94658,                0.88314,                0.93457,                0.69955,                0.98784,                0.51081,                 1.5855,              0.0002105,              0.0002105,              0.0002105
                    254,                0.49968,                0.31942,                 1.0347,                0.93395,                0.90123,                0.93733,                0.70089,                0.97915,                0.49897,                 1.5896,             0.00020637,             0.00020637,             0.00020637
                    255,                0.50641,                0.33142,                 1.0367,                0.93405,                0.90081,                0.93335,                0.70254,                0.96539,                0.49094,                 1.5877,             0.00020225,             0.00020225,             0.00020225
                    256,                0.49806,                0.31606,                 1.0362,                0.94103,                0.89996,                0.93664,                 0.7017,                0.97242,                0.49718,                 1.5959,             0.00019813,             0.00019813,             0.00019813
                    257,                0.49572,                0.32192,                 1.0314,                0.94656,                0.90272,                0.93799,                0.70738,                0.97697,                0.50468,                 1.5989,               0.000194,               0.000194,               0.000194
                    258,                0.49993,                0.32843,                  1.036,                0.95422,                0.89353,                0.93411,                0.70433,                0.98125,                0.50581,                 1.5959,             0.00018987,             0.00018987,             0.00018987
                    259,                 0.4857,                0.31188,                  1.036,                0.93908,                0.90206,                0.93454,                0.69673,                0.97479,                0.50012,                 1.5868,             0.00018575,             0.00018575,             0.00018575
                    260,                0.48786,                0.31471,                 1.0295,                0.93981,                0.89746,                0.93618,                0.69723,                0.97241,                0.49945,                 1.5801,             0.00018163,             0.00018163,             0.00018163
                    261,                0.49039,                0.31477,                 1.0374,                0.95444,                0.88066,                0.93804,                0.70093,                0.98038,                 0.5028,                 1.5888,              0.0001775,              0.0001775,              0.0001775
                    262,                0.47161,                0.30685,                 1.0204,                0.94872,                0.88319,                0.93875,                0.70341,                0.97892,                0.49924,                 1.6058,             0.00017338,             0.00017338,             0.00017338
                    263,                0.48213,                0.31328,                 1.0239,                0.94601,                  0.885,                0.93712,                0.70072,                0.98245,                0.49731,                 1.5987,             0.00016925,             0.00016925,             0.00016925
                    264,                0.47324,                0.30865,                 1.0265,                0.94154,                0.89488,                0.93724,                 0.7003,                0.98236,                 0.5004,                 1.5954,             0.00016512,             0.00016512,             0.00016512
                    265,                0.46894,                0.31147,                 1.0228,                0.93623,                0.89124,                0.93356,                0.70349,                0.97165,                0.49883,                 1.5895,               0.000161,               0.000161,               0.000161
                    266,                0.47403,                0.30482,                 1.0263,                0.92149,                 0.9054,                0.93461,                0.70385,                0.96243,                0.49336,                 1.5811,             0.00015688,             0.00015688,             0.00015688
                    267,                0.47368,                0.31064,                 1.0266,                0.92214,                0.90582,                0.93731,                0.70396,                 0.9715,                0.50513,                  1.588,             0.00015275,             0.00015275,             0.00015275
                    268,                0.48033,                0.30573,                 1.0285,                0.96058,                0.87569,                0.93659,                0.70475,                0.96868,                0.50615,                 1.5903,             0.00014862,             0.00014862,             0.00014862
                    269,                0.46739,                0.29856,                 1.0194,                0.97086,                0.86879,                0.93428,                0.70472,                 0.9617,                 0.4956,                 1.5757,              0.0001445,              0.0001445,              0.0001445
                    270,                0.48237,                 0.3132,                 1.0272,                0.97425,                0.86675,                0.93838,                0.70801,                0.95944,                 0.4842,                 1.5765,             0.00014038,             0.00014038,             0.00014038
                    271,                0.47547,                0.30576,                 1.0233,                0.97223,                0.86499,                0.94204,                0.71022,                 0.9641,                0.49369,                 1.5799,             0.00013625,             0.00013625,             0.00013625
                    272,                0.46284,                0.30075,                 1.0186,                0.96854,                0.87547,                0.94186,                0.71207,                0.96028,                0.49127,                 1.5705,             0.00013212,             0.00013212,             0.00013212
                    273,                0.46912,                0.30294,                  1.016,                0.94361,                0.88531,                0.93955,                0.70604,                 0.9633,                0.49383,                  1.583,               0.000128,               0.000128,               0.000128
                    274,                0.47134,                 0.3027,                  1.028,                0.94609,                0.88851,                0.93605,                0.70895,                0.95881,                0.49675,                 1.5809,             0.00012387,             0.00012387,             0.00012387
                    275,                0.46595,                 0.2981,                 1.0146,                 0.9501,                0.88872,                0.93542,                0.71115,                 0.9585,                0.49192,                   1.58,             0.00011975,             0.00011975,             0.00011975
                    276,                0.46606,                 0.3014,                 1.0191,                0.95488,                0.87984,                0.93629,                0.70957,                0.95829,                0.49718,                 1.5812,             0.00011563,             0.00011563,             0.00011563
                    277,                0.46811,                0.30862,                 1.0295,                0.95128,                0.88091,                0.93577,                0.70974,                0.96562,                0.50728,                  1.588,              0.0001115,              0.0001115,              0.0001115
                    278,                0.45637,                0.29521,                 1.0111,                0.96496,                0.88193,                0.93607,                0.70565,                0.97083,                0.50301,                 1.5928,             0.00010737,             0.00010737,             0.00010737
                    279,                0.46624,                0.29678,                 1.0195,                0.96656,                0.88528,                0.93752,                0.70678,                0.96857,                0.50079,                 1.5883,             0.00010325,             0.00010325,             0.00010325
                    280,                 0.4633,                0.29327,                 1.0225,                0.97082,                 0.8875,                0.93728,                0.70588,                0.96696,                0.50142,                 1.5867,             9.9125e-05,             9.9125e-05,             9.9125e-05
                    281,                0.45486,                0.29155,                 1.0148,                0.97576,                0.88134,                0.93839,                0.70795,                0.96584,                0.49818,                 1.5892,                9.5e-05,                9.5e-05,                9.5e-05
                    282,                0.45846,                0.29864,                 1.0142,                0.95849,                 0.8936,                0.93756,                 0.7098,                 0.9588,                0.48863,                 1.5861,             9.0875e-05,             9.0875e-05,             9.0875e-05
                    283,                0.47083,                0.30215,                  1.015,                0.95457,                0.89581,                  0.937,                0.71005,                 0.9609,                0.49266,                 1.5845,              8.675e-05,              8.675e-05,              8.675e-05
                    284,                0.46396,                0.29703,                 1.0184,                0.96004,                0.89146,                0.93614,                 0.7084,                0.96231,                0.49452,                  1.587,             8.2625e-05,             8.2625e-05,             8.2625e-05
                    285,                0.46069,                0.30038,                 1.0173,                0.95859,                0.89156,                  0.935,                0.70672,                 0.9673,                0.50114,                 1.5966,               7.85e-05,               7.85e-05,               7.85e-05
                    286,                0.46027,                0.29337,                  1.019,                0.93918,                0.90185,                 0.9345,                0.70481,                0.96924,                0.49935,                 1.5984,             7.4375e-05,             7.4375e-05,             7.4375e-05
                    287,                0.46196,                0.29795,                 1.0134,                0.94359,                0.89655,                0.93458,                0.70467,                0.96915,                0.49667,                  1.591,              7.025e-05,              7.025e-05,              7.025e-05
                    288,                0.46449,                0.30004,                 1.0189,                0.95489,                0.89408,                0.93395,                0.70468,                0.96955,                0.50048,                 1.5873,             6.6125e-05,             6.6125e-05,             6.6125e-05
                    289,                   0.45,                0.29237,                  1.014,                 0.9455,                0.89561,                 0.9338,                  0.705,                0.96866,                0.49584,                  1.587,                6.2e-05,                6.2e-05,                6.2e-05
                    290,                0.47271,                0.30913,                 1.0281,                0.95557,                0.88859,                  0.934,                0.70691,                0.96565,                0.49569,                 1.5917,             5.7875e-05,             5.7875e-05,             5.7875e-05
                    291,                  0.375,                 0.2396,                0.96367,                0.95643,                0.88103,                0.93721,                0.70088,                0.96715,                0.48535,                  1.598,              5.375e-05,              5.375e-05,              5.375e-05
                    292,                0.36053,                0.22105,                0.96692,                0.96033,                 0.8752,                0.93659,                0.69825,                 0.9683,                0.48284,                 1.5999,             4.9625e-05,             4.9625e-05,             4.9625e-05
                    293,                0.35398,                0.21535,                0.95994,                0.94689,                0.89312,                0.93696,                0.69971,                0.96541,                0.48055,                 1.5975,               4.55e-05,               4.55e-05,               4.55e-05
                    294,                0.36241,                0.21537,                0.95671,                0.94501,                0.89615,                0.93601,                0.69982,                0.96924,                0.48421,                 1.6037,             4.1375e-05,             4.1375e-05,             4.1375e-05
                    295,                0.35049,                0.20907,                0.94709,                0.94945,                0.89092,                0.93491,                0.70051,                0.97087,                0.48862,                 1.6134,              3.725e-05,              3.725e-05,              3.725e-05
                    296,                0.36064,                0.21255,                0.95699,                0.94563,                0.88752,                0.93654,                0.70103,                0.96964,                0.49188,                 1.6128,             3.3125e-05,             3.3125e-05,             3.3125e-05
                    297,                0.35372,                0.20941,                0.95465,                0.95013,                0.88392,                0.93739,                0.70395,                0.96723,                0.49127,                 1.6092,                2.9e-05,                2.9e-05,                2.9e-05
                    298,                0.35524,                0.21135,                0.95749,                0.94899,                 0.8945,                0.93766,                0.70425,                0.96892,                0.49381,                 1.6104,             2.4875e-05,             2.4875e-05,             2.4875e-05
                    299,                0.34949,                0.20897,                 0.9459,                0.94835,                0.89474,                0.93785,                0.70521,                0.96886,                0.49363,                 1.6084,              2.075e-05,              2.075e-05,              2.075e-05
                    300,                 0.3442,                0.20752,                 0.9435,                0.94601,                0.89522,                0.93769,                0.70458,                0.96717,                0.48955,                 1.6065,             1.6625e-05,             1.6625e-05,             1.6625e-05
